YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202401,186914,1152995,1,1.9,"NNE","NASONS",38.2948,-78.0146,3817688,78876
202401,186914,1152995,2,1.87,"N","NASONS",38.2969,-78.0255,3817814,781530
202401,186914,1152995,3,1.64,"N","NASONS",38.2937,-78.0274,3817622,781644
202401,186914,1152995,4,1.7,"NNE","NASONS",38.2921,-78.0163,3817526,78978
202401,186914,1152997,1,.1,"E","LAHORE",38.2002,-77.9683,3812012,7758098
202401,186914,1152997,2,.69,"WNW","LAHORE",38.2046,-77.9813,3812276,7758878
202401,186914,1152997,3,.73,"W","LAHORE",38.1992,-77.9835,3811952,7759010
202401,186914,1152997,4,.32,"SE","LAHORE",38.1962,-77.9667,3811772,7758002
202401,186914,1153006,1,2.23,"W","LAKOTA",38.5817,-77.9112,3834902,7754672
202401,186914,1153006,2,2.65,"W","LAKOTA",38.5821,-77.9191,3834926,7755146
202401,186914,1153006,3,2.65,"E","RIXEYVILLE",38.5761,-77.9212,3834566,7755272
202401,186914,1153006,4,2.31,"W","LAKOTA",38.5753,-77.9124,3834518,7754744
202401,186914,1153008,1,2.69,"WSW","RACCOON FORD",38.3528,-77.9744,3821168,7758464
202401,186914,1153008,2,1.18,"E","BUENA",38.3502,-78.0081,3821012,78486
202401,186914,1153008,3,1.86,"SE","BUENA",38.3331,-78.0032,3819986,78192
202401,186914,1153008,4,2.94,"SW","RACCOON FORD",38.3404,-77.9688,3820424,7758128
202401,186914,1153009,1,.88,"SW","BROAD RUN",38.82,-77.73,3849200,7743800
202401,186914,1153009,2,.93,"SW","BROAD RUN",38.8212,-77.7331,3849272,7743986
202401,186914,1153009,3,1.03,"SW","BROAD RUN",38.8195,-77.7336,3849170,7744016
202401,186914,1153009,4,1.04,"SSW","BROAD RUN",38.8173,-77.7303,3849038,7743818
202401,186914,1153010,1,3.14,"NE","AUBURN",38.7294,-77.6556,3843764,7739336
202401,186914,1153010,2,3.06,"NE","AUBURN",38.7328,-77.6619,3843968,7739714
202401,186914,1153010,3,2.24,"NE","AUBURN",38.7185,-77.6659,3843110,7739954
202401,186914,1153010,4,2.62,"ENE","AUBURN",38.7176,-77.6569,3843056,7739414
202401,186914,1153011,1,2.16,"ESE","NEW BALTIMORE",38.7534,-77.686,3845204,7741160
202401,186914,1153011,2,1.99,"SE","NEW BALTIMORE",38.7522,-77.6909,3845132,7741454
202401,186914,1153011,3,2.23,"SE","NEW BALTIMORE",38.7477,-77.69,3844862,7741400
202401,186914,1153011,4,2.39,"SE","NEW BALTIMORE",38.7463,-77.6877,3844778,7741262
202401,186914,1153012,1,3.26,"E","STANDARDSVILLE",38.2929,-78.3705,3817574,7822230
202401,186914,1153012,2,3.01,"E","STANDARDSVILLE",38.2946,-78.3748,3817676,7822488
202401,186914,1153012,3,3.06,"NNE","QUINQUE",38.2897,-78.3748,3817382,7822488
202401,186914,1153012,4,3.18,"NNE","QUINQUE",38.2899,-78.3708,3817394,7822248
202401,186914,1153014,1,1.29,"ENE","STANDARDSVILLE",38.3102,-78.41,3818612,7824600
202401,186914,1153014,2,.97,"NNE","STANDARDSVILLE",38.3134,-78.4246,3818804,7825476
202401,186914,1153014,3,.75,"NNE","STANDARDSVILLE",38.3102,-78.4256,3818612,7825536
202401,186914,1153014,4,.88,"ENE","STANDARDSVILLE",38.3068,-78.4163,3818408,7824978
202401,186914,1153015,1,0,"N","LYDIA",38.33,-78.5,3819800,7830000
202401,186914,1153015,2,.51,"E","LYDIA",38.331,-78.4907,3819860,7829442
202401,186914,1153015,3,.84,"ESE","LYDIA",38.3233,-78.4871,3819398,7829226
202401,186914,1153015,4,.42,"SSW","LYDIA",38.3242,-78.5021,3819452,7830126
202401,186914,1153021,1,2.34,"NNW","STANDARDSVILLE",38.33,-78.45,3819800,7827000
202401,186914,1153021,2,2.56,"NNW","STANDARDSVILLE",38.3343,-78.4479,3820058,7826874
202401,186914,1153021,3,2.39,"NNW","STANDARDSVILLE",38.3323,-78.4458,3819938,7826748
202401,186914,1153021,4,2.22,"NNW","STANDARDSVILLE",38.3293,-78.4469,3819758,7826814
202401,186914,1153022,1,1.6,"SSE","RUCKERSVILLE",38.2091,-78.3573,3812546,7821438
202401,186914,1153022,2,1.44,"SSE","RUCKERSVILLE",38.2102,-78.3615,3812612,7821690
202401,186914,1153022,3,1.64,"SSE","RUCKERSVILLE",38.2069,-78.363,3812414,7821780
202401,186914,1153022,4,1.72,"SSE","RUCKERSVILLE",38.2065,-78.3595,3812390,7821570
202401,186914,1153024,1,.64,"NNW","DYKE",38.2581,-78.5358,3815486,7832148
202401,186914,1153024,2,.94,"NW","DYKE",38.2595,-78.5423,3815570,7832538
202401,186914,1153024,3,.74,"WNW","DYKE",38.2547,-78.5423,3815282,7832538
202401,186914,1153024,4,.46,"WNW","DYKE",38.2532,-78.5374,3815192,7832244
202401,186914,1153025,1,2.88,"NNE","QUINQUE",38.2858,-78.373,3817148,7822380
202401,186914,1153025,2,2.77,"NNE","QUINQUE",38.2867,-78.3795,3817202,7822770
202401,186914,1153025,3,2.55,"NNE","QUINQUE",38.2828,-78.3787,3816968,7822722
202401,186914,1153025,4,2.67,"NNE","QUINQUE",38.2828,-78.374,3816968,7822440
202401,186914,1153027,1,1,"NNE","STANDARDSVILLE",38.3139,-78.425,3818834,7825500
202401,186914,1153027,2,1.16,"N","STANDARDSVILLE",38.3167,-78.4292,3819002,7825752
202401,186914,1153027,3,1,"N","STANDARDSVILLE",38.3144,-78.4317,3818864,7825902
202401,186914,1153027,4,.73,"N","STANDARDSVILLE",38.3105,-78.4286,3818630,7825716
202401,186914,1153029,1,.54,"W","BRENTSVILLE",38.68,-77.51,3840800,7730600
202401,186914,1153029,2,.36,"W","BRENTSVILLE",38.6791,-77.5067,3840746,7730402
202401,186914,1153029,3,.57,"SW","BRENTSVILLE",38.6739,-77.5072,3840434,7730432
202401,186914,1153029,4,.71,"WSW","BRENTSVILLE",38.6743,-77.511,3840458,7730660
202401,186915,1148439,1,.05,"SE","JOHNSONS MILL",39.5696,-78.1993,3934176,7811958
202401,186915,1148439,2,.08,"W","JOHNSONS MILL",39.5701,-78.2016,3934206,7812096
202401,186915,1148439,3,.14,"SW","JOHNSONS MILL",39.5684,-78.2015,3934104,7812090
202401,186915,1148439,4,.14,"SE","JOHNSONS MILL",39.5683,-78.1986,3934098,7811916
202401,186915,1148440,1,2.98,"SSW","GREAT CACAPON",39.5827,-78.308,3934962,7818480
202401,186915,1148440,2,3.03,"SSW","GREAT CACAPON",39.5832,-78.311,3934992,7818660
202401,186915,1148440,3,3.09,"SSW","GREAT CACAPON",39.5818,-78.3099,3934908,7818594
202401,186915,1148440,4,3.03,"SSW","GREAT CACAPON",39.5817,-78.3078,3934902,7818468
202401,186915,1148441,1,3.25,"SSW","GREAT CACAPON",39.5807,-78.3135,3934842,7818810
202401,186915,1148441,2,3.3,"SW","GREAT CACAPON",39.5817,-78.3169,3934902,7819014
202401,186915,1148441,3,3.59,"NW","ROCK GAP",39.5727,-78.3184,3934362,7819104
202401,186915,1148441,4,3.47,"NNW","ROCK GAP",39.5723,-78.3152,3934338,7818912
202401,186915,1148447,1,1.9,"WSW","VANCLEVESVILLE",39.4224,-77.9343,3925344,7756058
202401,186915,1148447,2,2.07,"SSE","MARTINSBURG",39.425,-77.9486,3925500,7756916
202401,186915,1148447,3,1.84,"NE","(MRB)SHEPHERD FLD MR",39.4161,-77.9527,3924966,7757162
202401,186915,1148447,4,2.1,"SW","VANCLEVESVILLE",39.4127,-77.9324,3924762,7755944
202401,186915,1148448,1,1.41,"SE","TOMAHAWK",39.5138,-78.0338,3930828,782028
202401,186915,1148448,2,1.23,"SSE","TOMAHAWK",39.5143,-78.0392,3930858,782352
202401,186915,1148448,3,1.49,"SSE","TOMAHAWK",39.5101,-78.039,3930606,782340
202401,186915,1148448,4,1.66,"SSE","TOMAHAWK",39.5096,-78.0337,3930576,782022
202401,186935,1147436,1,2.9,"WSW","DANVILLE",36.578,-79.4401,3634680,7926406
202401,186935,1147436,2,5.17,"W","DANVILLE",36.5895,-79.4833,3635370,7928998
202401,186935,1147436,3,5.31,"W","DANVILLE",36.5755,-79.484,3634530,7929040
202401,186935,1147436,4,2.98,"WSW","DANVILLE",36.5705,-79.4379,3634230,7926274
202401,186935,1147436,5,.48,"WNW","DANVILLE",36.5915,-79.3984,3635490,7923904
202401,186935,1147436,6,2.03,"SSW","(KDAN)DANVILLE REGIONAL AIRPORT",36.5421,-79.3514,3632526,7921084
202401,186935,1147436,7,2.01,"SSE","(KDAN)DANVILLE REGIONAL AIRPORT",36.5421,-79.3297,3632526,7919782
202401,186935,1147436,8,.93,"NNW","DANVILLE",36.602,-79.3975,3636120,7923850
202401,186935,1147447,1,3,"E","NEWS FERRY",36.6819,-78.9759,3640914,7858554
202401,186935,1147447,2,1.2,"SSW","SOUTH BOSTON",36.6839,-78.9084,3641034,7854504
202401,186935,1147447,3,.8,"NNE","RIVERDALE",36.6907,-78.8745,3641442,7852470
202401,186935,1147447,4,1.4,"NNW","OMEGA",36.6888,-78.8096,3641328,7848576
202401,186935,1147447,5,1.76,"SSE","WOLF TRAP",36.6951,-78.8138,3641706,7848828
202401,186935,1147447,6,1.88,"NE","RIVERDALE",36.7004,-78.8577,3642024,7851462
202401,186935,1147447,7,.78,"SW","SOUTH BOSTON",36.6928,-78.9109,3641568,7854654
202401,186935,1147447,8,3.02,"E","NEWS FERRY",36.6882,-78.9765,3641292,7858590
202401,186935,1147448,1,.88,"E","PACES",36.6505,-79.0842,3639030,795052
202401,186935,1147448,2,1.46,"SSE","PACES",36.6297,-79.0927,3637782,795562
202401,186935,1147448,3,1.77,"S","PACES",36.6245,-79.1021,3637470,796126
202401,186935,1147448,4,1.28,"S","PACES",36.6317,-79.0968,3637902,795808
202401,186935,1147448,5,.57,"ENE","PACES",36.6537,-79.0908,3639222,795448
202401,186935,1147448,6,1.99,"SW","NEWS FERRY",36.664,-79.0598,3639840,793588
202401,186935,1147448,7,1.13,"SW","NEWS FERRY",36.6701,-79.0461,3640206,792766
202401,186935,1147448,8,2.02,"SW","NEWS FERRY",36.6593,-79.0557,3639558,793342
202401,186935,1151163,1,2.93,"NW","ARVONIA",37.7038,-78.3743,3742228,7822458
202401,186935,1151163,2,2.96,"NW","ARVONIA",37.706,-78.3731,3742360,7822386
202401,186935,1151163,3,2.95,"NW","ARVONIA",37.7067,-78.3721,3742402,7822326
202401,186935,1151163,4,3,"NW","ARVONIA",37.7065,-78.3735,3742390,7822410
202401,187332,1151706,6,1.11,"ESE","AROMA PARK",41.0733,-87.7906,414398,8747436
202401,187336,1151558,1,1.03,"ENE","OTTAWA",41.3539,-88.8307,4121234,8849842
202401,187336,1151558,2,1.28,"E","OTTAWA",41.3536,-88.8259,4121216,8849554
202401,187336,1151558,3,1.8,"SSW","DAYTON",41.3561,-88.8138,4121366,8848828
202401,187336,1151558,4,1.67,"ENE","OTTAWA",41.3618,-88.8219,4121708,8849314
202401,187336,1151558,5,1.33,"NE","OTTAWA",41.361,-88.829,4121660,8849740
202401,187336,1151561,1,1.25,"SSE","KANKAKEE",41.1038,-87.8493,416228,8750958
202401,187336,1151561,2,.32,"S","KANKAKEE",41.1154,-87.8593,416924,8751558
202401,187336,1151561,3,.67,"ESE","WEST KANKAKEE",41.1165,-87.878,416990,8752680
202401,187336,1151561,4,1.03,"SW","KANKAKEE",41.1102,-87.8749,416612,8752494
202401,187336,1151561,5,1.1,"S","KANKAKEE",41.1041,-87.8609,416246,8751654
202401,187336,1151562,1,1.79,"WSW","SUN RIVER TERRACE",41.1174,-87.7601,417044,8745606
202401,187336,1151562,2,1.43,"SW","SUN RIVER TERRACE",41.1155,-87.7497,416930,8744982
202401,187336,1151562,3,2.15,"SW","SUN RIVER TERRACE",41.1072,-87.7582,416432,8745492
202401,187336,1151562,4,2.3,"SW","SUN RIVER TERRACE",41.1097,-87.765,416582,8745900
202401,187336,1151564,1,2.41,"NE","SUGAR ISLAND",41.0366,-87.8003,412196,8748018
202401,187336,1151564,2,3.14,"NE","SUGAR ISLAND",41.0366,-87.7811,412196,8746866
202401,187336,1151564,3,2.81,"ENE","SUGAR ISLAND",41.0274,-87.7813,411644,8746878
202401,187336,1151564,4,1.96,"NE","SUGAR ISLAND",41.0274,-87.8003,411644,8748018
202401,187336,1151705,1,2.77,"NW","LORENZO",41.3772,-88.2493,4122632,8814958
202401,187336,1151705,2,2.32,"WSW","LORENZO",41.3323,-88.2481,4119938,8814886
202401,187336,1151705,3,1.53,"W","WILMINGTON",41.3127,-88.1794,4118762,8810764
202401,187336,1151705,4,1.13,"WNW","LAKEWOOD SHORES",41.2868,-88.1598,4117208,889588
202401,187336,1151705,5,.84,"NNE","LAKEWOOD SHORES",41.2907,-88.1323,4117442,887938
202401,187336,1151705,6,1.53,"NE","WILMINGTON",41.3279,-88.1326,4119674,887956
202401,187336,1151705,7,1.96,"E","LORENZO",41.3496,-88.1722,4120976,8810332
202401,187337,1149623,1,0,"N","MARIANNA",30.77,-85.23,3046200,8513800
202401,187337,1149624,1,0,"N","MARIANNA",30.77,-85.23,3046200,8513800
202401,187337,1149625,1,1.92,"WNW","WAKULLA",30.24,-84.26,3014400,8415600
202401,187338,1149626,1,9.1,"SE","PANAMA CITY BEACH",30.1341,-85.7154,308046,8542924
202401,187338,1149627,1,2.72,"SSW","EASTPOINT",29.7136,-84.8874,2942816,8453244
202401,187338,1149628,1,3.4,"SSW","PANACEA",29.984,-84.4,2959040,8424000
202401,187338,1149629,1,1.8,"W","STEINHATCHEE",29.67,-83.41,2940200,8324600
202401,187338,1149630,1,1.93,"WSW","STEINHATCHEE",29.66,-83.41,2939600,8324600
202401,187366,1149963,1,4.12,"WSW","COSME",28.1061,-82.6458,286366,8238748
202401,187366,1149963,2,3.55,"WSW","COSME",28.109,-82.6369,286540,8238214
202401,187366,1149965,1,.79,"SW","SAINT PETERSBURG PORTS SITE",27.7528,-82.6401,2745168,8238406
202401,188343,1157540,3,2.06,"NNW","(BAB)BEALE AFB",39.1593,-121.4375,399558,12126250
202401,188343,1157540,4,1.17,"ESE","MARIGOLD",39.171,-121.4516,3910260,12127096
202401,188343,1157541,1,.53,"E","CRAIG",39.33,-121.54,3919800,12132400
202401,188343,1157541,2,.31,"NNE","HONCUT",39.3339,-121.5271,3920034,12131626
202401,188343,1157541,3,.64,"S","HONCUT",39.3208,-121.528,3919248,12131680
202401,188343,1157541,4,.63,"SE","CRAIG",39.3231,-121.5422,3919386,12132532
202401,188343,1157542,1,1.01,"W","FAIROAKS",37.9503,-121.2686,3757018,12116116
202401,188343,1157542,2,.97,"W","FAIROAKS",37.9489,-121.2677,3756934,12116062
202401,188343,1157542,3,1.22,"W","FAIROAKS",37.9484,-121.2722,3756904,12116332
202401,188343,1157542,4,1.19,"W","FAIROAKS",37.9501,-121.2718,3757006,12116308
202401,188343,1157543,1,5.64,"SW","JANNEY",37.71,-121.55,3742600,12133000
202401,188343,1157543,2,5.35,"SW","JANNEY",37.7155,-121.5496,3742930,12132976
202401,188343,1157543,3,5.02,"SW","JANNEY",37.7156,-121.5411,3742936,12132466
202401,188343,1157543,4,5.12,"SW","JANNEY",37.712,-121.5383,3742720,12132298
202401,188343,1157544,1,1.25,"S","RIVERBANK",37.7119,-120.9309,3742714,12055854
202401,188343,1157544,2,1.26,"S","RIVERBANK",37.7118,-120.9274,3742708,12055644
202401,188343,1157544,3,1.44,"WNW","ADELA",37.7095,-120.9236,3742570,12055416
202401,188343,1157544,4,1.42,"S","RIVERBANK",37.7095,-120.9308,3742570,12055848
202401,188343,1157545,1,2.12,"NE","WHEATLAND",39.02,-121.4,391200,12124000
202401,188343,1157545,2,1.87,"NE","WHEATLAND",39.0195,-121.406,391170,12124360
202401,188343,1157545,3,2.03,"NE","WHEATLAND",39.0233,-121.4069,391398,12124414
202401,188343,1157545,4,2.26,"NE","WHEATLAND",39.0246,-121.4024,391476,12124144
202401,188343,1157546,1,2.05,"SE","PINE GROVE",40.6534,-122.3177,4039204,12219062
202401,188343,1157546,2,2.1,"ESE","PINE GROVE",40.6542,-122.3157,4039252,12218942
202401,188343,1157546,3,2.2,"ESE","PINE GROVE",40.6527,-122.3148,4039162,12218888
202401,188343,1157546,4,2.11,"SE","PINE GROVE",40.6519,-122.3176,4039114,12219056
202401,188343,1157547,1,3.82,"W","WHEATLAND",39.01,-121.5,39600,12130000
202401,188343,1157547,2,3.72,"WNW","WHEATLAND",39.0112,-121.4977,39672,12129862
202401,188343,1157547,3,3.5,"W","WHEATLAND",39.0073,-121.4944,39438,12129664
202401,188343,1157547,4,3.78,"W","WHEATLAND",39.0071,-121.4999,39426,12129994
202401,188372,1157992,1,9.86,"NE","GLAMIS",33.0901,-114.9379,335406,11456274
202401,188372,1157992,2,6.02,"NNW","CACTUS",32.9464,-114.9301,3256784,11455806
202401,188372,1157992,3,5.19,"SSW","OGILBY",32.7505,-114.8637,3245030,11451822
202401,188372,1157992,4,4.78,"SSE","OGILBY",32.7556,-114.8,3245336,11448000
202401,188372,1157992,5,6.97,"NE","CACTUS",32.9374,-114.7908,3256244,11447448
202401,188372,1157992,6,12.36,"NE","GLAMIS",33.104,-114.8964,336240,11453784
202401,188372,1157993,1,1.12,"W","OCOTILLO",32.727,-115.9989,3243620,11559934
202401,188372,1157993,2,1.35,"WSW","OCOTILLO",32.7203,-116.0001,3243218,11606
202401,188372,1157993,3,5.36,"SSE","COYOTE WELLS",32.6578,-115.9164,3239468,11554984
202401,188372,1157993,4,.6,"SSW","MT SIGNAL",32.6715,-115.6323,3240290,11537938
202401,188372,1157993,5,.84,"NNW","MT SIGNAL",32.6914,-115.6348,3241484,11538088
202401,188372,1157993,6,.11,"ESE","OCOTILLO",32.7296,-115.9782,3243776,11558692
202401,188372,1157994,1,1.7,"SSW","POPE",33.3477,-115.7323,3320862,11543938
202401,188372,1157994,2,2.39,"WSW","POPE",33.3562,-115.7579,3321372,11545474
202401,188372,1157994,3,3.5,"W","POPE",33.3698,-115.7807,3322188,11546842
202401,188372,1157994,4,7.44,"WNW","POPE",33.4213,-115.8333,3325278,11549998
202401,188372,1157994,5,7.09,"WNW","POPE",33.4227,-115.8254,3325362,11549524
202401,188372,1157994,6,1.32,"WSW","POPE",33.3638,-115.7417,3321828,11544502
202401,188372,1157994,7,1.36,"NE","POPE",33.3812,-115.7007,3322872,11542042
202401,188372,1157994,8,1.38,"E","POPE",33.3716,-115.6962,3322296,11541772
202401,188372,1157995,1,4.73,"NW","SALTON CITY",33.3548,-116.0189,3321288,1161134
202401,188372,1157995,2,4.24,"NW","SALTON CITY",33.3473,-116.0168,3320838,1161008
202401,188372,1157995,3,4.17,"NW","SALTON CITY",33.3497,-116.0112,3320982,116672
202401,188372,1157995,4,4.62,"NW","SALTON CITY",33.3553,-116.015,3321318,116900
202401,188372,1157996,1,3.43,"E","IMPERIAL",32.8496,-115.5109,3250976,11530654
202401,188372,1157996,2,3.49,"E","IMPERIAL",32.8447,-115.5103,3250682,11530618
202401,188372,1157996,3,3.97,"E","IMPERIAL",32.845,-115.5018,3250700,11530108
202401,188372,1157996,4,3.85,"E","IMPERIAL",32.8505,-115.5036,3251030,11530216
202401,188372,1157997,1,1.87,"E","(IPL)IMPERIAL CO ARP",32.8282,-115.5378,3249692,11532268
202401,188372,1157997,2,1.97,"ESE","(IPL)IMPERIAL CO ARP",32.8214,-115.5376,3249284,11532256
202401,188372,1157997,3,4.14,"WNW","MELOLAND",32.8215,-115.4966,3249290,11529796
202401,188372,1157997,4,4.2,"WNW","MELOLAND",32.8298,-115.4931,3249788,11529586
202401,188372,1157998,1,1.95,"WNW","DIXIELAND",32.7886,-115.802,3247316,11548120
202401,188372,1157998,2,1.93,"W","DIXIELAND",32.7759,-115.8029,3246554,11548174
202401,188372,1157998,3,1.6,"W","DIXIELAND",32.7768,-115.7972,3246608,11547832
202401,188372,1157998,4,1.7,"WNW","DIXIELAND",32.7878,-115.7977,3247268,11547862
202401,188372,1157999,1,2.44,"NW","DESERT CENTER",33.7456,-115.4291,3344736,11525746
202401,188372,1157999,2,1.29,"SSE","DESERT CENTER ARPT",33.7332,-115.3103,3343992,11518618
202401,188372,1157999,3,9.35,"ENE","DESERT CENTER ARPT",33.8237,-115.1835,3349422,11511010
202401,188372,1157999,4,17.56,"NNE","DESERT CENTER ARPT",33.9682,-115.1633,3358092,1159798
202401,188372,1157999,5,14.01,"NE","EAGLE MTN",33.9882,-115.3013,3359292,11518078
202401,188372,1158000,1,19.44,"N","SALTON CITY",33.5804,-115.9994,3334824,11559964
202401,188372,1158000,2,18.8,"N","SALTON CITY",33.5718,-115.9865,3334308,11559190
202401,188372,1158000,3,18.82,"NW","POPE",33.5788,-115.9296,3334728,11555776
202401,188372,1158000,4,19.32,"NNW","POPE",33.6303,-115.8424,3337818,11550544
202401,188372,1158000,5,21.17,"NNW","POPE",33.653,-115.861,3339180,11551660
202401,188372,1158000,6,21.81,"NW","POPE",33.6202,-115.9508,3337212,11557048
202401,188372,1158000,7,21.18,"N","SALTON CITY",33.606,-115.9926,3336360,11559556
202401,188372,1158001,1,.76,"E","CALEXICO INTL ARPT",32.6684,-115.5071,3240104,11530426
202401,188372,1158001,2,1.18,"WSW","CALEXICO",32.6643,-115.4991,3239858,11529946
202401,188372,1158001,3,1.06,"WSW","CALEXICO",32.6651,-115.4973,3239906,11529838
202401,188343,1157539,1,1.77,"WSW","STOCKTON",37.96,-121.33,3757600,12119800
202401,188343,1157539,2,2.02,"N","GILLS",37.959,-121.3346,3757540,12120076
202401,188343,1157539,3,1.84,"N","GILLS",37.9566,-121.3324,3757396,12119944
202401,188343,1157539,4,1.81,"WSW","STOCKTON",37.9582,-121.3297,3757492,12119782
202401,188343,1157540,1,1.75,"ESE","MARIGOLD",39.17,-121.44,3910200,12126400
202401,188343,1157540,2,2.22,"S","HAMMONTON",39.1682,-121.4243,3910092,12125458
202401,186935,1158507,7,.98,"S","ALTAVISTA",37.1058,-79.2989,376348,7917934
202401,186935,1158507,8,1.06,"SSE","ALTAVISTA",37.1052,-79.2948,376312,7917688
202401,186935,1158522,1,1.53,"WNW","TOSHES",36.9796,-79.5051,3658776,7930306
202401,186935,1158522,2,1.45,"WNW","TOSHES",36.9788,-79.5038,3658728,7930228
202401,186935,1158522,3,1.51,"WNW","TOSHES",36.9799,-79.5044,3658794,7930264
202401,186935,1158522,4,1.59,"WNW","TOSHES",36.9811,-79.5053,3658866,7930318
202401,186935,1158522,5,1.65,"WNW","TOSHES",36.9811,-79.5063,3658866,7930378
202401,186935,1158522,6,1.67,"WNW","TOSHES",36.9807,-79.5071,3658842,7930426
202401,186935,1158522,7,1.6,"WNW","TOSHES",36.9808,-79.5057,3658848,7930342
202401,186935,1158524,1,3.97,"SSE","SPENCER",36.5696,-79.9858,3634176,7959148
202401,186935,1158524,2,4.12,"SSE","SPENCER",36.5661,-79.9881,3633966,7959286
202401,186935,1158524,3,4.27,"SSE","SPENCER",36.5637,-79.9883,3633822,7959298
202401,186935,1158524,4,4.28,"SSE","SPENCER",36.5639,-79.9873,3633834,7959238
202401,186935,1158524,5,4.17,"SSE","SPENCER",36.5658,-79.9869,3633948,7959214
202401,186935,1158524,6,4.07,"SSE","SPENCER",36.5682,-79.9852,3634092,7959112
202401,186935,1158524,7,4.22,"SSE","SPENCER",36.5678,-79.9806,3634068,7958836
202401,186935,1158524,8,4.14,"SSE","SPENCER",36.5692,-79.9803,3634152,7958818
202401,186935,1158526,1,1.15,"WNW","ALLISONIA",36.9374,-80.7486,3656244,8044916
202401,186935,1158526,2,.94,"WNW","ALLISONIA",36.9344,-80.7461,3656064,8044766
202401,186935,1158526,3,.61,"NW","ALLISONIA",36.9371,-80.7367,3656226,8044202
202401,186935,1158526,4,.93,"N","ALLISONIA",36.9433,-80.7321,3656598,8043926
202401,186935,1158526,5,1.06,"NNW","ALLISONIA",36.9448,-80.7351,3656688,8044106
202401,186935,1158526,6,.92,"NNW","ALLISONIA",36.9414,-80.7389,3656484,8044334
202401,186935,1158528,1,2.1,"ENE","NARUNA",37.1329,-78.9654,377974,7857924
202401,186935,1158528,2,2.16,"ENE","NARUNA",37.1332,-78.9645,377992,7857870
202401,186935,1158528,3,2.02,"W","HAT CREEK",37.1238,-78.9564,377428,7857384
202401,186935,1158528,4,2.08,"W","HAT CREEK",37.1235,-78.9575,377410,7857450
202401,186935,1158528,5,2.19,"ENE","NARUNA",37.1281,-78.9615,377686,7857690
202401,186935,1158531,1,.74,"W","PHENIX",37.0792,-78.7633,374752,7845798
202401,186935,1158531,2,.48,"W","PHENIX",37.0805,-78.7586,374830,7845516
202401,186935,1158531,3,.59,"WNW","PHENIX",37.0838,-78.7596,375028,7845576
202401,186935,1158531,4,.59,"W","PHENIX",37.0812,-78.7605,374872,7845630
202401,186935,1158531,5,.76,"W","PHENIX",37.0801,-78.7637,374806,7845822
202401,186935,1158531,6,.8,"W","PHENIX",37.0781,-78.7643,374686,7845858
202401,186935,1158531,7,.52,"SW","PHENIX",37.0746,-78.7566,374476,7845396
202401,186935,1158531,8,.45,"SW","PHENIX",37.0757,-78.756,374542,7845360
202401,186935,1158532,1,1.97,"SSW","EVINGTON",37.2059,-79.2991,3712354,7917946
202401,186935,1158532,2,2.09,"SSW","EVINGTON",37.2035,-79.298,3712210,7917880
202401,186935,1158532,3,2.03,"SSW","EVINGTON",37.204,-79.2971,3712240,7917826
202401,186935,1158532,4,1.89,"SSW","EVINGTON",37.2071,-79.2987,3712426,7917922
202401,186935,1158532,5,1.94,"SW","EVINGTON",37.2094,-79.3039,3712564,7918234
202401,186935,1158532,6,1.84,"SW","EVINGTON",37.2143,-79.3069,3712858,7918414
202401,186935,1158532,7,1.89,"SW","EVINGTON",37.214,-79.308,3712840,7918480
202401,186935,1158532,8,2,"SW","EVINGTON",37.2087,-79.3046,3712522,7918276
202401,186935,1159312,1,2.42,"ENE","SWANSONVILLE",36.7486,-79.5431,3644916,7932586
202401,186935,1159312,2,2.52,"ENE","SWANSONVILLE",36.7502,-79.5422,3645012,7932532
202401,186935,1159312,3,2.62,"NE","SWANSONVILLE",36.752,-79.5415,3645120,7932490
202401,186935,1159312,4,2.61,"NE","SWANSONVILLE",36.7526,-79.5423,3645156,7932538
202401,186935,1159312,5,2.59,"NE","SWANSONVILLE",36.7521,-79.5422,3645126,7932532
202401,186935,1159312,6,2.41,"ENE","SWANSONVILLE",36.749,-79.5435,3644940,7932610
202401,186935,1159312,7,2.36,"ENE","SWANSONVILLE",36.7485,-79.5441,3644910,7932646
202401,186935,1159317,1,2.46,"WSW","LEAKSVILLE JCT",36.5426,-79.7134,3632556,7942804
202401,186935,1159317,2,4.38,"NNW","AJAX",37.0308,-79.5921,371848,7935526
202401,186935,1159317,3,1.54,"N","HURT",37.1021,-79.2837,376126,7917022
202401,186935,1159317,4,3.52,"NE","STRAIGHTSTONE",37.0613,-79.0926,373678,795556
202401,186935,1159317,5,5.23,"ESE","KENT",36.5415,-79.2189,3632490,7913134
202401,186935,1159317,6,2.81,"SSE","KENT",36.5427,-79.2796,3632562,7916776
202401,186935,1159317,7,.95,"N","NEW DESIGN",36.6437,-79.3989,3638622,7923934
202401,186935,1159317,8,2.77,"SSE","VANDOLA",36.5414,-79.5064,3632484,7930384
202401,186935,1159326,1,1.69,"NNW","RAKETOWN",36.8217,-80.9643,3649302,8057858
202401,186935,1151163,5,2.99,"NW","ARVONIA",37.704,-78.3754,3742240,7822524
202401,186935,1151163,6,3.04,"WNW","ARVONIA",37.7021,-78.3781,3742126,7822686
